Id;FirmenNr;HaeuserNr;ETRS_UTM33N_X;ETRS_UTM33N_Y;Firma;Vorlage;FlurstuecksNr;BrandkatasterNr;Hausname;HausNr;Strasse;Strassenteil;Stadtteil;Gewerbename;Gewerbetyp;STR_NAME_2018;HNR_2018;PLZ_2018;FLURSTUECKSNR_2018;SBZ_NR_2018;SBZ_NAME_2018;OT_NR_2018;OT_NAME_2018;Unnamed: 23
340;1131;203.0;317346.239;5691514.337;L. Gast;L. Gast, Inh.in: Luise Gast;1908a;1262;;8;Gerberstraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Gerberstraße;0;4105.0;1906/11;0.0;Mitte;6.0;Zentrum-Nord;
341;968;204.0;317325.072;5691745.054;Buchdruckerei Vogel & Vogel G.m.b.H.;Buchdruckerei Vogel & Vogel G.m.b.H.;1928;1282;;48/50;Gerberstraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Gerberstraße;0;4105.0;4469 und 4470/2;0.0;Mitte;6.0;Zentrum-Nord;
342;320;205.0;318572.001199999;5690720.75659999;Reinhold Pfalz;Reinhold Pfalz;277c;294;;3;Gerichtsweg;1- 13;Reudnitz;Reisebuchhandlung;Buchhandel und Verlagswesen;Gerichtsweg;3;4103.0;277c;3.0;Südost;30.0;Reudnitz-Thonberg;
343;1630;205.0;318572.001199999;5690720.75659999;J. Rieter-Biedermann;J. Rieter-Biedermann, Inh.: Edmund Astor u. Dr. jur. Robert Astor;277c;294;;3;Gerichtsweg;1- 13;Reudnitz;Musikverlag;Buchhandel und Verlagswesen;Gerichtsweg;3;4103.0;277c;3.0;Südost;30.0;Reudnitz-Thonberg;
344;317;206.0;318530.215;5690640.518999999;Modern-Medizinischer Verlag F. W. Gloeckner & Co.;Modern-Medizinischer Verlag F. W. Gloeckner & Co., Inh. Frz. Schilling u. Frz Uderstadt;1509;817C;;10;Gerichtsweg;2-26;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Gerichtsweg;0;4103.0;1509/1;0.0;Mitte;2.0;Zentrum-Südost;
345;319;206.0;318530.215;5690640.518999999;Ernst'sche Verlagsbuchhandlung;Ernst'sche Verlagsbuchhandlung, Inh. Frz. Schilling u. Frz. Uderstadt;1509;817C;;10;Gerichtsweg;2-26;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Gerichtsweg;0;4103.0;1509/1;0.0;Mitte;2.0;Zentrum-Südost;
346;969;206.0;318530.215;5690640.518999999;Richard Förster;Förster, Richard;1509;817C;;10;Gerichtsweg;2-26;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Gerichtsweg;0;4103.0;1509/1;0.0;Mitte;2.0;Zentrum-Südost;
347;970;207.0;318572.85;5690696.847999999;C. G. Röder, G.m.b.H;C. G. Röder, G.m.b.H.;278;296;;5.7;Gerichtsweg;1- 13;Reudnitz;Notendruckerei;Druckerei und Buchhandel;Gerichtsweg;5/7;4103.0;278/1;3.0;Südost;30.0;Reudnitz-Thonberg;
348;970;207.0;318572.85;5690696.847999999;C. G. Röder, G.m.b.H;C. G. Röder, G.m.b.H.;278;296;;5.7;Gerichtsweg;1- 13;Reudnitz;Notenstecherei;Satzherstellung;Gerichtsweg;5/7;4103.0;278/1;3.0;Südost;30.0;Reudnitz-Thonberg;
349;970;207.0;318572.85;5690696.847999999;C. G. Röder, G.m.b.H;C. G. Röder, G.m.b.H.;278;296;;5.7;Gerichtsweg;1- 13;Reudnitz;Steindruckerei;Druckerei und Buchhandel;Gerichtsweg;5/7;4103.0;278/1;3.0;Südost;30.0;Reudnitz-Thonberg;
350;970;207.0;318572.85;5690696.847999999;C. G. Röder, G.m.b.H;C. G. Röder, G.m.b.H.;278;296;;5.7;Gerichtsweg;1- 13;Reudnitz;Noten-, Buch- u. Lichtdruckerei;Druckerei und Buchhandel;Gerichtsweg;5/7;4103.0;278/1;3.0;Südost;30.0;Reudnitz-Thonberg;
351;970;207.0;318572.85;5690696.847999999;C. G. Röder, G.m.b.H;C. G. Röder, G.m.b.H.;278;296;;5.7;Gerichtsweg;1- 13;Reudnitz;Lichtdruck-Anstalt;Druckerei und Buchhandel;Gerichtsweg;5/7;4103.0;278/1;3.0;Südost;30.0;Reudnitz-Thonberg;
352;42;208.0;317757.41079999896;5690128.53079999;Johs. Mägerlein;Mägerlein, Johs.;1237;509;;11;Glockenstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Glockenstraße;5;4103.0;4760;0.0;Mitte;2.0;Zentrum-Südost;
353;321;208.0;317757.41079999896;5690128.53079999;Hugo Herm. Mattner Verlag;Hugo Herm. Mattner Verlag, Zeitschriften-Verl.;1237;509;;11;Glockenstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Glockenstraße;5;4103.0;4760;0.0;Mitte;2.0;Zentrum-Südost;
354;971;208.0;317757.41079999896;5690128.53079999;Fr. Andrä's Nachf. (M. Dietrich);Fr. Andrä's Nachf. (M. Dietrich), Inh.: Elisabeth, Willy u. Bruno Dietrich;1237;509;;11;Glockenstraße;;Alt-Leipzig;Buch- und Akzidenzdruckerei;Druckerei und Buchhandel;Glockenstraße;5;4103.0;4760;0.0;Mitte;2.0;Zentrum-Südost;
355;972;208.0;317757.41079999896;5690128.53079999;Emil Ehrhardt;Emil Ehrhardt, Inh.: Fritz u. Oskar Ehrhardt;1237;509;;11;Glockenstraße;;Alt-Leipzig;Buch- u. Steindruckerei;Druckerei und Buchhandel;Glockenstraße;5;4103.0;4760;0.0;Mitte;2.0;Zentrum-Südost;
356;973;208.0;317757.41079999896;5690128.53079999;Rudolf Gerstäcker;Rudolf Gerstäcker, Inh.: Guido Wolf (Neukirchen);1237;509;;11;Glockenstraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Glockenstraße;5;4103.0;4760;0.0;Mitte;2.0;Zentrum-Südost;
357;1226;208.0;317757.41079999896;5690128.53079999;Manicke & Co.;Manicke & Co., Inh.: Oskar Manicke u. Hugo Hartung;1237;509;;11;Glockenstraße;;Alt-Leipzig;Gravieranstalt;Zuliefer- und Hilfsgewerbe;Glockenstraße;5;4103.0;4760;0.0;Mitte;2.0;Zentrum-Südost;
358;1353;208.0;317757.41079999896;5690128.53079999;Albert Neitsch, Schriftgießerei u. mech. Werkstätte;Albert Neitsch, Schriftgießerei u. mech. Werkstätte;1237;509;;11;Glockenstraße;;Alt-Leipzig;Schriftgießerei;Satzherstellung;Glockenstraße;5;4103.0;4760;0.0;Mitte;2.0;Zentrum-Südost;
359;322;209.0;317563.5048;5691060.03319999;Ottosche Buchhandlung;Ottosche Buchhandlung;384/385;789/790/791;Georgenhalle;8;Goethestraße;;Alt-Leipzig;Antiquariatsbuchhandlung;Buchhandel und Verlagswesen;Goethestraße;8;4109.0;382/5;0.0;Mitte;0.0;Zentrum;
360;324;210.0;318617.035;5690422.664;Webels Verlag Ludwig Helmreich;Webels Verlag Ludwig Helmreich, Inh.: Ludwig Helmreich;280p;220;;1;Göschenstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Göschenstraße;0;4317.0;280p;3.0;Südost;30.0;Reudnitz-Thonberg;
361;325;210.0;318617.035;5690422.664;Teutonia-Verlag Karl R. Vogelsberg G.m.b.H.;Teutonia-Verlag Karl R. Vogelsberg G.m.b.H.;280p;220;;1;Göschenstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Göschenstraße;0;4317.0;280p;3.0;Südost;30.0;Reudnitz-Thonberg;
362;330;210.0;318617.035;5690422.664;Walter Möschke;Walter Möschke;280p;220;;1;Göschenstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Göschenstraße;0;4317.0;280p;3.0;Südost;30.0;Reudnitz-Thonberg;
363;332;210.0;318617.035;5690422.664;R. Felix;Felix, R., Militärverlag;280p;220;;1;Göschenstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Göschenstraße;0;4317.0;280p;3.0;Südost;30.0;Reudnitz-Thonberg;
364;333;210.0;318617.035;5690422.664;Friedrich Engelmann;Friedrich Engelmann, Inh.: Bernh. Schulze;280p;220;;1;Göschenstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Göschenstraße;0;4317.0;280p;3.0;Südost;30.0;Reudnitz-Thonberg;
365;335;210.0;318617.035;5690422.664;Oskar Born;Oskar Born, Verlagsbuchhdlg;280p;220;;1;Göschenstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Göschenstraße;0;4317.0;280p;3.0;Südost;30.0;Reudnitz-Thonberg;
366;336;210.0;318617.035;5690422.664;K. R. Vogelsberg;Vogelsberg, K. R.;280p;220;;1;Göschenstraße;;Reudnitz;Antiquariatsbuchhandlung;Buchhandel und Verlagswesen;Göschenstraße;0;4317.0;280p;3.0;Südost;30.0;Reudnitz-Thonberg;
367;337;210.0;318617.035;5690422.664;Otto Zehrfeld, Buchhandlung für Auslandsdeutsche;Otto Zehrfeld Buchhandlung für Auslandsdeutsche;280p;220;;1;Göschenstraße;;Reudnitz;Exportbuchhandlung;Buchhandel und Verlagswesen;Göschenstraße;0;4317.0;280p;3.0;Südost;30.0;Reudnitz-Thonberg;
368;1318;210.0;318617.035;5690422.664;Ernst Schauer, Colorir-Kunst-Anstalt;Ernst Schauer, Colorir-Kunst-Anstalt, Inh.in: S. Schauer;280p;220;;1;Göschenstraße;;Reudnitz;Kolorier-Anstalt;Graphische Anstalt;Göschenstraße;0;4317.0;280p;3.0;Südost;30.0;Reudnitz-Thonberg;
369;1925;210.0;318617.035;5690422.664;Trutter & Schmidt;Trutter & Schmidt, Inh.: Ludwig Helmreich;280p;220;;1;Göschenstraße;;Reudnitz;Versanbuchhandlung;Buchhandel und Verlagswesen;Göschenstraße;0;4317.0;280p;3.0;Südost;30.0;Reudnitz-Thonberg;
370;334;211.0;318624.36309999897;5690434.48479999;Spinner & Weber, Hausdorff & Co.;"""Spinner & Weber"", Hausdorff & Co., Inh.:Siegfried Hepner u. Prof. Dr.Felix Hausdorff";280o;232B;;3;Göschenstraße;;Reudnitz;Zeitschriftenverlag Textilzeitschrift;Buchhandel und Verlagswesen;Göschenstraße;3;4317.0;280o;3.0;Südost;30.0;Reudnitz-Thonberg;
371;326;212.0;318681.858;5690670.711;Oswald Spohr;Spohr, Oswald;768;304B;;15;Göschenstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Göschenstraße;0;4317.0;768;3.0;Südost;30.0;Reudnitz-Thonberg;
372;327;213.0;318707.3901;5690671.561000001;Paul Seidel;Paul Seidel;274l;519;;16;Göschenstraße;;Reudnitz;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Göschenstraße;16;4317.0;274l;3.0;Südost;30.0;Reudnitz-Thonberg;
373;328;213.0;318707.3901;5690671.561000001;Emil Poppe;Poppe, Emil;274l;519;;16;Göschenstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Göschenstraße;16;4317.0;274l;3.0;Südost;30.0;Reudnitz-Thonberg;
374;328;213.0;318707.3901;5690671.561000001;Emil Poppe;Poppe, Emil;274l;519;;16;Göschenstraße;;Reudnitz;Buchdruckerei;Druckerei und Buchhandel;Göschenstraße;16;4317.0;274l;3.0;Südost;30.0;Reudnitz-Thonberg;
375;329;214.0;318684.50399999996;5690691.878;G. Müller-Mann'sche Verlagsbuchhandlung (R. Frensch);G. Müller-Mann'sche Verlagsbuchhandlung (R. Frensch), Inh.: Rich. Frensch;767;304;;17;Göschenstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Göschenstraße;0;4317.0;1023 und 1024;3.0;Südost;30.0;Reudnitz-Thonberg;
376;323;215.0;318724.192;5690738.842;Leo Wender;Wender, Leo;274w;522;;22;Göschenstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Göschenstraße;0;4317.0;1021;3.0;Südost;30.0;Reudnitz-Thonberg;
377;331;215.0;318724.192;5690738.842;Geographischer Verlag G.m.b.H.;Geographischer Verlag G.m.b.H., Verlags- u. Versandbuchhdlg;274w;522;;22;Göschenstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Göschenstraße;0;4317.0;1021;3.0;Südost;30.0;Reudnitz-Thonberg;
378;338;216.0;316863.803;5693281.575;Wilhelm Strübig;Wilhelm Strübig, Inh.: Albert Gille;172b;101B;;4;Gothaer Straße;;Gohlis;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Gothaer Straße;0;4155.0;172p;9.0;Nord;90.0;Gohlis-Süd;
379;339;217.0;316830.858599999;5690934.6454;Sturm-Verlag;Sturm-Verlag;2190a;1513B;;25;Gottschedstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Gottschedstraße;4;4109.0;2190a;0.0;Mitte;4.0;Zentrum-West;
380;340;217.0;316830.858599999;5690934.6454;Graß & Herrmann;Graß & Herrmann, Sturm-Verlag, Inh. Herbert Graß u. Theo Paul Herrmann;2190a;1513B;;25;Gottschedstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Gottschedstraße;4;4109.0;2190a;0.0;Mitte;4.0;Zentrum-West;
381;974;218.0;316991.068;5691184.087;H. Kollmann;Kollmann, H.;622;660;;7;Große Fleischergasse;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Große Fleischergasse;0;4109.0;4936;0.0;Mitte;0.0;Zentrum;
382;341;219.0;316632.9906;5689855.89079999;Max Beck Verlag;Max Beck Verlag, Inh.: Max Beck u. Hermann Wesly;3086e;7H;;22;Grassistraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Grassistraße;22;4107.0;3086e;0.0;Mitte;3.0;Zentrum-Süd;
383;342;220.0;318570.511;5691020.739;Dr. F. Poppe;Dr. F. Poppe, Inh.: Dr. Friedr. Poppe;9;9;;21;Grenzstraße;;Reudnitz;Buch- u. Kunstdruckerei;Druckerei und Buchhandel;Ludwig-Erhard-Straße;0;4103.0;9;0.0;Mitte;1.0;Zentrum-Ost;
384;342;220.0;318570.511;5691020.739;Dr. F. Poppe;Dr. F. Poppe, Inh.: Dr. Friedr. Poppe;9;9;;21;Grenzstraße;;Reudnitz;Verlag, Zeitungsverlag;Buchhandel und Verlagswesen;Ludwig-Erhard-Straße;0;4103.0;9;0.0;Mitte;1.0;Zentrum-Ost;
385;1829;220.0;318570.511;5691020.739;Koenig & Bauer, Schnellpressenfabrik G.m.b.H., Würzburg;Koenig & Bauer, Schnellpressenfabrik G.m.b.H., Würzburg;9;9;;21;Grenzstraße;;Reudnitz;Reparaturwerkstätte;Polygraphischer Maschinenbau;Ludwig-Erhard-Straße;0;4103.0;9;0.0;Mitte;1.0;Zentrum-Ost;
386;347;222.0;317698.83;5690732.971;P. Zürner;P. Zürner, Inh.: Oscar Hemmann;1463;772;;2;Grimmaischer Steinweg;;Alt-Leipzig;Reisebuchhandlung;Buchhandel und Verlagswesen;Grimmaischer Steinweg;0;4103.0;1463/1;0.0;Mitte;1.0;Zentrum-Ost;
387;975;222.0;317698.83;5690732.971;Oscar Fürstenau;Oscar Fürstenau, Inh.: Emil Friedrich;1463;772;;2;Grimmaischer Steinweg;;Alt-Leipzig;Lithographische Anstalt;Graphische Anstalt;Grimmaischer Steinweg;0;4103.0;1463/1;0.0;Mitte;1.0;Zentrum-Ost;
388;975;222.0;317698.83;5690732.971;Oscar Fürstenau;Oscar Fürstenau, Inh.: Emil Friedrich;1463;772;;2;Grimmaischer Steinweg;;Alt-Leipzig;Buch- u. Steindruckerei;Druckerei und Buchhandel;Grimmaischer Steinweg;0;4103.0;1463/1;0.0;Mitte;1.0;Zentrum-Ost;
389;1443;222.0;317698.83;5690732.971;Kunstanstalt Grimme & Hempel, A.G. i. Liqu.;Kunstanstalt Grimme & Hempel, A.G. i. Liqu.;1463;772;;2;Grimmaischer Steinweg;;Alt-Leipzig;Lithographische Anstalt;Graphische Anstalt;Grimmaischer Steinweg;0;4103.0;1463/1;0.0;Mitte;1.0;Zentrum-Ost;
390;346;223.0;317754.393;5690712.466;Dr. Paul Abel;Abel, Paul, Dr.;1467a/1467b;776;;10;Grimmaischer Steinweg;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Grimmaischer Steinweg;0;4103.0;1467/4;0.0;Mitte;1.0;Zentrum-Ost;
391;1558;223.0;317754.393;5690712.466;L. Wehrde, Jost's Kunst- u. Altertumsgesch.;Wehrde, L., Jost's Kunst- u. Altertumsgesch.;1467a/1467b;776;;10;Grimmaischer Steinweg;;Alt-Leipzig;Kunsthandlung;Buchhandel und Verlagswesen;Grimmaischer Steinweg;0;4103.0;1467/4;0.0;Mitte;1.0;Zentrum-Ost;
392;344;224.0;317782.935999999;5690723.6412;Heinrich Brandt;Heinrich Brandt, Inh.: Arthur Kaden u. Liska Goldemann;1556;987;;11;Grimmaischer Steinweg;;Alt-Leipzig;Versandbuchhandlung;Buchhandel und Verlagswesen;Grimmaischer Steinweg;11;4103.0;1556;0.0;Mitte;1.0;Zentrum-Ost;
393;345;225.0;317823.145399999;5690714.0434;Auslaender & Kühr;Auslaender & Kühr, Inh.: Richard Auslaender u. Paul Kühr;1553a;984;;17;Grimmaischer Steinweg;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Grimmaischer Steinweg;17;4103.0;1553a;0.0;Mitte;1.0;Zentrum-Ost;
394;343;226.0;317827.815;5690682.039;Deutsches Druck- & Verlagshaus, G.m.b.H.;Deutsches Druck- & Verlagshaus, G.m.b.H.;1473;782;;20;Grimmaischer Steinweg;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Grimmaischer Steinweg;0;4103.0;1473;0.0;Mitte;1.0;Zentrum-Ost;
395;43;227.0;317003.636;5691242.295;E. Füge;Füge, E.;460;483;;6;Große Fleischergasse;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Große Fleischergasse;0;4109.0;460/1;0.0;Mitte;0.0;Zentrum;
396;348;228.0;313449.403199999;5691169.3605;W. Schröder;Schröder, W.;680i;768B20;;14;Großmannstraße;;Lindenau;Kolportagebuchhandlung;Buchhandel und Verlagswesen;Großmannstraße;14;4177.0;680i;7.0;Alt-West;71.0;Altlindenau;
397;349;229.0;313646.8457;5691340.9908;P. Frenkel;Frenkel, P.;899e;95;;6;Güntherstraße;;Lindenau;Kolportagebuchhandlung;Buchhandel und Verlagswesen;Güntherstraße;6;4177.0;899e;7.0;Alt-West;71.0;Altlindenau;
398;350;230.0;318470.1096;5690122.9732;Rauh & Pohle;Rauh & Pohle, Inh.: Herm. Rauh;283a;161;;2;Gutenbergstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Seemannstraße;1;4317.0;1008;3.0;Südost;30.0;Reudnitz-Thonberg;
399;978;230.0;318470.1096;5690122.9732;Hermann Schneider;Hermann Schneider;283a;161;;2;Gutenbergstraße;;Reudnitz;Buchdruckerei;Druckerei und Buchhandel;Seemannstraße;1;4317.0;1008;3.0;Südost;30.0;Reudnitz-Thonberg;
400;1115;230.0;318470.1096;5690122.9732;C. M. Böhnisch;Böhnisch, C. M.;283a;161;;2;Gutenbergstraße;;Reudnitz;Buchbinderei;Buchbinderhandwerk;Seemannstraße;1;4317.0;1008;3.0;Südost;30.0;Reudnitz-Thonberg;
401;44;231.0;318482.781;5690151.196;P. Hesse;Hesse, P.;283c;161B;;4;Gutenbergstraße;;Reudnitz;Buchbinderei;Buchbinderhandwerk;Seemannstraße;3/5;4317.0;1008;3.0;Südost;30.0;Reudnitz-Thonberg;
402;353;232.0;318502.37100000004;5690138.319;A. Bergmann;A. Bergmann, Inh.: Paul Herrmann;283h;160D;;5;Gutenbergstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Seemannstraße;0;4317.0;1017;3.0;Südost;30.0;Reudnitz-Thonberg;
403;976;232.0;318502.37100000004;5690138.319;Emil Herrmann senior;Emil Herrmann senior, Inh. Paul Herrmann;283h;160D;;5;Gutenbergstraße;;Reudnitz;Buch- u. Kunstdruckerei;Druckerei und Buchhandel;Seemannstraße;0;4317.0;1017;3.0;Südost;30.0;Reudnitz-Thonberg;
404;351;233.0;318491.6808;5690165.925;Friedr. Joh. Kleemeier;Friedr. Joh. Kleemeier;283k;161C;;6;Gutenbergstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Seemannstraße;3;4317.0;1008;3.0;Südost;30.0;Reudnitz-Thonberg;
405;352;234.0;318507.273;5690158.1499;Geschäftsstelle des Deutschen Verlegervereins;Geschäftsstelle des Deutschen Verlegervereins;283e;160E;;7;Gutenbergstraße;;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Seemannstraße;6;4317.0;1017;3.0;Südost;30.0;Reudnitz-Thonberg;
406;977;234.0;318507.273;5690158.1499;J. B. Hirschfeld;J. B. Hirschfeld, Inh. Johs. Hirschfeld;283e;160E;;7;Gutenbergstraße;;Reudnitz;Verlag;Buchhandel und Verlagswesen;Seemannstraße;6;4317.0;1017;3.0;Südost;30.0;Reudnitz-Thonberg;
407;977;234.0;318507.273;5690158.1499;J. B. Hirschfeld;J. B. Hirschfeld, Inh. Johs. Hirschfeld;283e;160E;;7;Gutenbergstraße;;Reudnitz;Buchdruckerei;Druckerei und Buchhandel;Seemannstraße;6;4317.0;1017;3.0;Südost;30.0;Reudnitz-Thonberg;
408;1299;234.0;318507.273;5690158.1499;August Müller;Müller, August, Inh.: Curt u. Hans Müller;283e;160E;;7;Gutenbergstraße;;Reudnitz;Klischees;Zuliefer- und Hilfsgewerbe;Seemannstraße;6;4317.0;1017;3.0;Südost;30.0;Reudnitz-Thonberg;
409;1299;234.0;318507.273;5690158.1499;August Müller;Müller, August, Inh.: Curt u. Hans Müller;283e;160E;;7;Gutenbergstraße;;Reudnitz;Graphische Kunst-Anstalt;Graphische Anstalt;Seemannstraße;6;4317.0;1017;3.0;Südost;30.0;Reudnitz-Thonberg;
410;1299;234.0;318507.273;5690158.1499;August Müller;August Müller;1158c;804H7;;51;Seeburgstraße;;Alt-Leipzig;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;Seemannstraße;6;4317.0;1017;3.0;Südost;30.0;Reudnitz-Thonberg;
411;979;235.0;317047.11419999896;5691187.40799999;Schmidt & Busch;Schmidt & Busch, Inh.: Emil Rauh u. Ww. Ida Schmidt;629;668;;23;Hainstraße;;Alt-Leipzig;Papier-Engrosgeschäft;Papierhandlung/Papierherstellung;Hainstraße;23;4109.0;628/5 oder 4936;0.0;Mitte;0.0;Zentrum;
412;979;235.0;317047.11419999896;5691187.40799999;Schmidt & Busch;Schmidt & Busch, Inh.: Emil Rauh u. Ww. Ida Schmidt;629;668;;23;Hainstraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Hainstraße;23;4109.0;628/5 oder 4936;0.0;Mitte;0.0;Zentrum;
413;45;236.0;317106.575199999;5691041.3593;M. Wassermann;M. Wassermann;640;643/644;Barthels Hof;1;Hainstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Hainstraße;1;4109.0;640;0.0;Mitte;0.0;Zentrum;
414;46;237.0;317314.919;5691259.625;Friedr. Taschenberger;Taschenberger, Friedrich;410/411/412;431/432/433;;2.4;Hallische Straße;;Alt-Leipzig;Buchbinderei u. Liniieranstalt;Buchbinderhandwerk;Am Hallischen Tor;0;4109.0;410;0.0;Mitte;0.0;Zentrum;
415;354;238.0;317305.394;5691314.13;W. Harry Möller's Verlag für Rechts- und Staatswissenschaften;W. Harry Möller's Verlag für Rechts- und Staatswissenschaften, Inh. W. H. Möller (Bad Sulza) u. Curt Hahnemann;420;441;;7;Hallische Straße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Am Hallischen Tor;0;4109.0;421/6;0.0;Mitte;0.0;Zentrum;
416;1101;239.0;317043.8125;5688517.4057;Reklame-Union, Druckerei und Verlagsgesellschaft m.b.H.;Reklame-Union, Druckerei und Verlagsgesellschaft m.b.H.;2529c;98B;;32;Hardenbergstraße;;Alt-Leipzig;Verlagsgesellschaft;Buchhandel und Verlagswesen;Hardenbergstraße;40;4275.0;2507a;4.0;Süd;40.0;Südvorstadt;
